tiempo,muestra_id,etiqueta,MQ2,MQ4,MQ135,MQ3,MQ7,MQ9,temp,humedad
30,bio_oil_PE_028,bio_oil_PE,314.8,324.96,415.64,528.43,171.24,282.54,22.66,59.33
31,bio_oil_PE_028,bio_oil_PE,312.34,323.86,418.98,528.06,176.69,288.08,22.46,59.3
32,bio_oil_PE_028,bio_oil_PE,327.16,332.03,418.86,533.07,175.97,284.81,22.71,58.68
33,bio_oil_PE_028,bio_oil_PE,325.29,335.04,423.47,537.24,178.42,288.88,22.81,58.54
34,bio_oil_PE_028,bio_oil_PE,321.33,337.02,427.16,540.15,179.99,293.7,22.35,59.59
35,bio_oil_PE_028,bio_oil_PE,333.24,342.91,430.06,547.09,180.87,293.64,22.58,59.24
36,bio_oil_PE_028,bio_oil_PE,334.38,338.34,433.79,548.71,179.16,296.47,22.8,60.02
37,bio_oil_PE_028,bio_oil_PE,339.03,340.11,438.44,547.81,182.12,297.41,22.87,59.13
38,bio_oil_PE_028,bio_oil_PE,337.25,343.34,438.96,558.86,181.69,302.01,22.79,59.06
39,bio_oil_PE_028,bio_oil_PE,338.03,345.23,445.88,560.78,182.87,304.45,22.36,58.88
40,bio_oil_PE_028,bio_oil_PE,341.41,344.82,439.21,564.61,179.08,300.81,22.66,59.21
41,bio_oil_PE_028,bio_oil_PE,341.89,346.23,445.41,567.71,186.15,301.35,22.32,58.78
42,bio_oil_PE_028,bio_oil_PE,345.0,350.79,444.97,572.55,185.16,307.74,22.31,60.24
43,bio_oil_PE_028,bio_oil_PE,349.31,349.62,450.85,567.8,187.1,308.97,22.67,58.38
44,bio_oil_PE_028,bio_oil_PE,344.43,356.13,456.31,570.79,191.77,305.19,22.44,58.43
45,bio_oil_PE_028,bio_oil_PE,346.72,360.32,453.81,574.34,187.89,309.12,22.34,59.07
46,bio_oil_PE_028,bio_oil_PE,349.01,354.42,453.87,577.68,188.04,310.34,22.41,57.9
47,bio_oil_PE_028,bio_oil_PE,352.79,351.41,451.64,581.63,187.5,305.81,22.77,58.68
48,bio_oil_PE_028,bio_oil_PE,354.88,355.21,453.36,579.68,187.76,314.17,22.64,59.46
49,bio_oil_PE_028,bio_oil_PE,351.27,363.08,456.76,582.64,191.49,319.74,22.74,59.02
50,bio_oil_PE_028,bio_oil_PE,353.7,364.46,458.46,577.63,189.5,313.38,22.77,59.52
51,bio_oil_PE_028,bio_oil_PE,353.81,362.11,459.69,591.39,196.5,315.53,22.49,59.35
52,bio_oil_PE_028,bio_oil_PE,354.56,356.05,467.44,589.93,194.4,314.82,22.5,57.68
53,bio_oil_PE_028,bio_oil_PE,352.15,367.57,465.36,581.8,191.21,310.95,22.34,58.92
54,bio_oil_PE_028,bio_oil_PE,360.97,365.33,463.8,588.02,191.66,320.62,22.74,58.33
55,bio_oil_PE_028,bio_oil_PE,351.64,362.67,464.96,590.63,189.39,315.77,22.48,58.61
56,bio_oil_PE_028,bio_oil_PE,359.98,369.85,464.72,593.52,193.67,315.67,22.36,59.38
57,bio_oil_PE_028,bio_oil_PE,356.05,363.48,463.64,593.68,196.43,323.33,22.62,59.21
58,bio_oil_PE_028,bio_oil_PE,360.25,364.59,468.09,595.45,192.88,324.54,22.63,60.01
59,bio_oil_PE_028,bio_oil_PE,355.47,362.34,469.52,593.84,194.24,316.06,22.45,59.11
0,bio_oil_PE_029,bio_oil_PE,0.0,0.0,0.0,0.07,0.0,0.0,22.46,59.32
1,bio_oil_PE_029,bio_oil_PE,24.53,29.2,28.11,40.44,11.74,14.53,22.42,58.24
2,bio_oil_PE_029,bio_oil_PE,47.19,40.13,59.69,69.8,26.22,35.74,22.54,59.09
3,bio_oil_PE_029,bio_oil_PE,68.49,58.63,94.22,112.69,38.0,52.66,22.49,59.55
4,bio_oil_PE_029,bio_oil_PE,85.75,82.1,118.17,136.01,44.3,69.79,22.41,59.52
5,bio_oil_PE_029,bio_oil_PE,110.41,92.43,138.8,165.42,49.16,77.24,22.41,58.52
6,bio_oil_PE_029,bio_oil_PE,129.28,107.04,164.46,190.87,66.55,95.07,22.25,59.34
7,bio_oil_PE_029,bio_oil_PE,141.01,126.24,184.01,218.35,64.71,110.7,22.51,58.94
8,bio_oil_PE_029,bio_oil_PE,154.75,135.08,207.03,238.89,78.97,115.11,22.12,59.71
9,bio_oil_PE_029,bio_oil_PE,166.59,148.69,222.39,264.82,83.92,134.03,22.21,59.34
10,bio_oil_PE_029,bio_oil_PE,182.82,155.41,239.12,279.67,85.31,139.86,22.74,59.16
11,bio_oil_PE_029,bio_oil_PE,199.32,171.12,261.73,308.18,93.63,150.99,22.36,58.93
12,bio_oil_PE_029,bio_oil_PE,212.05,179.16,268.85,318.59,101.05,171.0,22.79,57.56
13,bio_oil_PE_029,bio_oil_PE,217.86,188.72,289.7,335.36,104.5,166.46,22.36,59.33
14,bio_oil_PE_029,bio_oil_PE,227.16,202.54,297.72,357.34,109.17,177.89,22.4,59.45
15,bio_oil_PE_029,bio_oil_PE,230.38,205.52,316.21,368.97,112.25,181.28,22.58,58.59
16,bio_oil_PE_029,bio_oil_PE,250.1,218.92,326.44,386.54,120.21,194.74,22.72,58.94
17,bio_oil_PE_029,bio_oil_PE,250.09,215.87,338.39,391.59,123.11,198.15,22.24,60.22
18,bio_oil_PE_029,bio_oil_PE,263.49,234.23,348.82,400.95,131.97,202.7,22.49,58.99
19,bio_oil_PE_029,bio_oil_PE,273.24,241.12,351.72,420.15,137.54,207.76,22.54,59.11
20,bio_oil_PE_029,bio_oil_PE,283.26,244.4,370.5,435.78,136.03,214.56,22.91,58.43
21,bio_oil_PE_029,bio_oil_PE,285.59,250.06,371.87,439.34,139.14,220.7,22.79,59.37
22,bio_oil_PE_029,bio_oil_PE,285.51,257.49,384.14,449.05,140.86,220.48,22.71,58.06
23,bio_oil_PE_029,bio_oil_PE,298.18,256.52,388.78,448.22,140.26,225.48,22.32,59.38
24,bio_oil_PE_029,bio_oil_PE,301.02,268.25,396.35,464.67,151.84,230.17,22.4,59.0
25,bio_oil_PE_029,bio_oil_PE,309.87,269.88,404.31,480.11,153.57,231.65,22.61,59.81
26,bio_oil_PE_029,bio_oil_PE,305.04,270.69,404.07,481.74,156.25,242.9,22.46,59.33
27,bio_oil_PE_029,bio_oil_PE,309.36,269.24,416.27,478.94,152.9,244.21,22.54,57.58
28,bio_oil_PE_029,bio_oil_PE,319.46,275.4,418.55,492.38,154.86,239.87,22.43,59.62
29,bio_oil_PE_029,bio_oil_PE,320.37,280.13,421.01,496.22,155.8,248.83,22.99,59.49
30,bio_oil_PE_029,bio_oil_PE,327.0,290.31,429.14,508.76,161.17,252.22,22.22,58.85
31,bio_oil_PE_029,bio_oil_PE,326.74,285.36,430.03,514.93,161.04,252.97,22.95,59.39
32,bio_oil_PE_029,bio_oil_PE,331.52,293.06,434.09,514.14,162.58,256.52,22.59,58.53
33,bio_oil_PE_029,bio_oil_PE,335.59,294.21,438.47,519.38,161.67,253.46,22.27,59.36
34,bio_oil_PE_029,bio_oil_PE,338.62,300.53,443.52,524.21,167.42,256.86,22.68,59.19
35,bio_oil_PE_029,bio_oil_PE,336.73,298.06,448.99,523.97,170.82,260.65,21.89,59.49
36,bio_oil_PE_029,bio_oil_PE,345.95,295.64,444.8,535.6,166.96,267.85,22.14,59.7
37,bio_oil_PE_029,bio_oil_PE,347.34,302.55,446.69,533.95,172.92,260.45,22.4,59.2
38,bio_oil_PE_029,bio_oil_PE,342.7,306.63,458.72,538.97,172.21,265.48,22.62,58.7
39,bio_oil_PE_029,bio_oil_PE,347.51,302.94,462.25,544.86,168.85,272.6,22.34,59.93
40,bio_oil_PE_029,bio_oil_PE,354.62,312.57,461.19,543.19,171.84,271.1,22.3,57.8
41,bio_oil_PE_029,bio_oil_PE,350.39,307.59,464.2,547.85,174.0,274.78,22.33,58.66
42,bio_oil_PE_029,bio_oil_PE,359.5,299.29,467.96,550.8,174.36,275.18,22.64,58.27
43,bio_oil_PE_029,bio_oil_PE,351.72,308.69,460.18,551.37,177.0,277.13,22.52,58.63
44,bio_oil_PE_029,bio_oil_PE,356.69,311.1,470.71,553.41,178.44,273.91,22.76,59.09
45,bio_oil_PE_029,bio_oil_PE,355.52,311.47,472.24,551.74,176.02,278.9,22.6,58.42
46,bio_oil_PE_029,bio_oil_PE,359.45,309.5,472.2,561.57,177.22,273.22,22.46,59.1
47,bio_oil_PE_029,bio_oil_PE,362.93,317.76,469.86,558.21,178.74,275.68,22.6,58.33
48,bio_oil_PE_029,bio_oil_PE,361.49,318.52,474.68,561.35,180.61,276.98,22.62,58.98
49,bio_oil_PE_029,bio_oil_PE,358.97,319.0,480.02,565.84,181.28,280.6,22.57,58.95
50,bio_oil_PE_029,bio_oil_PE,360.63,310.91,472.34,563.85,175.2,281.03,22.85,57.39
51,bio_oil_PE_029,bio_oil_PE,360.57,324.42,480.68,564.81,177.86,282.21,22.7,58.37
52,bio_oil_PE_029,bio_oil_PE,368.77,319.77,482.06,569.48,180.79,282.41,22.6,58.82
53,bio_oil_PE_029,bio_oil_PE,367.0,318.45,480.24,572.27,180.12,282.9,22.47,58.82
54,bio_oil_PE_029,bio_oil_PE,371.55,315.46,481.33,565.08,184.34,282.02,22.41,58.08
55,bio_oil_PE_029,bio_oil_PE,371.15,316.45,483.5,572.51,187.43,281.06,22.33,58.79
56,bio_oil_PE_029,bio_oil_PE,365.28,315.32,487.76,569.42,180.73,285.08,22.78,58.42
57,bio_oil_PE_029,bio_oil_PE,368.7,317.83,484.62,572.46,180.08,284.34,22.55,58.96
58,bio_oil_PE_029,bio_oil_PE,367.55,317.86,481.06,570.58,178.74,282.34,22.48,59.04
59,bio_oil_PE_029,bio_oil_PE,370.36,322.87,485.36,574.82,179.26,281.95,22.43,58.65
0,bio_oil_PE_030,bio_oil_PE,0.87,0.0,0.0,0.0,0.0,0.0,22.43,58.97
1,bio_oil_PE_030,bio_oil_PE,18.65,25.65,28.91,47.89,11.2,24.29,22.65,58.02
2,bio_oil_PE_030,bio_oil_PE,41.5,45.35,49.89,75.92,19.25,40.46,22.72,58.83
3,bio_oil_PE_030,bio_oil_PE,69.99,68.25,83.99,112.47,33.97,46.15,22.48,58.59
4,bio_oil_PE_030,bio_oil_PE,81.3,86.65,105.4,144.75,47.9,64.77,22.44,59.8
5,bio_oil_PE_030,bio_oil_PE,103.28,106.15,126.9,180.46,51.34,75.65,22.79,59.58
6,bio_oil_PE_030,bio_oil_PE,117.97,113.2,150.59,210.8,60.03,86.49,22.87,58.75
7,bio_oil_PE_030,bio_oil_PE,133.19,130.59,165.77,230.63,72.5,97.49,22.22,58.32
8,bio_oil_PE_030,bio_oil_PE,145.28,149.18,184.73,259.81,77.68,116.89,22.64,58.41
9,bio_oil_PE_030,bio_oil_PE,163.97,161.37,201.43,292.37,84.4,124.73,22.8,59.86
10,bio_oil_PE_030,bio_oil_PE,176.25,169.14,209.52,308.89,94.7,133.1,22.56,59.49
11,bio_oil_PE_030,bio_oil_PE,189.3,186.0,227.75,330.38,98.32,144.65,22.42,59.29
12,bio_oil_PE_030,bio_oil_PE,204.14,197.84,247.46,345.65,106.3,149.14,22.17,59.53
13,bio_oil_PE_030,bio_oil_PE,211.02,207.66,259.71,361.61,107.46,161.83,22.49,59.11
14,bio_oil_PE_030,bio_oil_PE,214.7,220.22,270.0,380.36,123.07,161.41,22.43,59.49
15,bio_oil_PE_030,bio_oil_PE,231.72,220.34,278.34,400.29,126.11,176.58,22.64,59.04
16,bio_oil_PE_030,bio_oil_PE,236.29,234.76,293.97,412.35,125.44,182.32,22.71,58.75
17,bio_oil_PE_030,bio_oil_PE,240.88,236.02,299.86,423.66,133.22,179.79,22.82,58.83
18,bio_oil_PE_030,bio_oil_PE,249.94,246.92,306.04,444.59,136.54,190.89,22.26,58.97
19,bio_oil_PE_030,bio_oil_PE,257.04,247.56,315.14,454.09,136.99,195.47,22.71,59.43
20,bio_oil_PE_030,bio_oil_PE,271.8,255.33,322.72,466.45,143.06,201.16,22.38,59.11
21,bio_oil_PE_030,bio_oil_PE,272.56,262.4,333.39,472.87,147.56,206.53,22.89,59.0
22,bio_oil_PE_030,bio_oil_PE,274.52,266.15,336.96,485.57,150.0,208.02,22.41,59.03
23,bio_oil_PE_030,bio_oil_PE,284.31,281.97,344.58,491.58,157.04,219.24,22.39,59.57
24,bio_oil_PE_030,bio_oil_PE,294.81,287.81,350.21,502.89,148.39,214.79,22.5,59.11
25,bio_oil_PE_030,bio_oil_PE,290.82,280.24,358.83,512.96,158.45,220.62,22.47,59.12
26,bio_oil_PE_030,bio_oil_PE,298.52,292.54,356.66,522.64,157.1,220.89,22.42,59.06
27,bio_oil_PE_030,bio_oil_PE,299.58,295.26,367.68,526.71,158.29,228.68,22.22,60.0
28,bio_oil_PE_030,bio_oil_PE,308.47,299.84,374.37,528.83,164.43,233.11,22.55,59.45
29,bio_oil_PE_030,bio_oil_PE,308.84,303.91,375.79,540.28,162.15,234.54,22.56,59.67
30,bio_oil_PE_030,bio_oil_PE,313.98,302.26,379.9,542.42,164.26,238.74,22.06,59.71
31,bio_oil_PE_030,bio_oil_PE,318.38,311.19,386.79,550.21,168.62,241.6,22.46,59.3
32,bio_oil_PE_030,bio_oil_PE,315.71,315.14,388.53,556.41,167.12,241.8,22.49,59.78
33,bio_oil_PE_030,bio_oil_PE,321.86,317.74,391.4,560.87,172.6,241.47,22.41,58.6
34,bio_oil_PE_030,bio_oil_PE,323.44,316.84,396.76,562.07,172.19,241.65,22.73,59.01
35,bio_oil_PE_030,bio_oil_PE,326.13,322.96,404.16,568.89,169.37,249.85,22.23,58.75
36,bio_oil_PE_030,bio_oil_PE,331.92,322.4,399.88,573.43,175.08,245.93,22.68,59.61
37,bio_oil_PE_030,bio_oil_PE,334.62,327.14,402.08,572.5,169.22,252.71,22.54,58.79
38,bio_oil_PE_030,bio_oil_PE,326.63,323.88,401.3,584.04,179.14,247.18,22.83,58.64
39,bio_oil_PE_030,bio_oil_PE,335.32,330.31,408.58,582.03,178.32,251.66,22.55,59.14
40,bio_oil_PE_030,bio_oil_PE,334.43,334.26,408.47,587.13,178.12,251.2,22.44,58.67
41,bio_oil_PE_030,bio_oil_PE,339.6,332.26,417.06,585.92,173.41,256.21,22.84,59.24
42,bio_oil_PE_030,bio_oil_PE,336.31,330.97,420.88,590.28,177.76,259.74,22.47,57.99
43,bio_oil_PE_030,bio_oil_PE,346.8,337.19,412.0,598.07,178.42,253.92,22.32,59.97
44,bio_oil_PE_030,bio_oil_PE,348.02,335.09,423.28,589.34,185.01,262.33,22.8,59.04
45,bio_oil_PE_030,bio_oil_PE,344.82,335.81,419.75,597.87,182.26,262.58,22.54,59.85
46,bio_oil_PE_030,bio_oil_PE,345.02,345.68,424.78,600.12,184.07,257.53,22.53,58.51
47,bio_oil_PE_030,bio_oil_PE,349.35,339.14,423.49,595.43,183.32,259.76,22.68,59.26
48,bio_oil_PE_030,bio_oil_PE,349.43,342.5,427.35,605.3,180.54,261.37,22.49,57.37
49,bio_oil_PE_030,bio_oil_PE,344.28,348.23,424.0,605.38,178.64,258.31,22.6,58.77
50,bio_oil_PE_030,bio_oil_PE,344.89,346.87,423.81,603.34,185.77,260.58,22.34,58.97
51,bio_oil_PE_030,bio_oil_PE,347.12,338.8,428.6,611.29,185.34,265.51,22.43,58.05
52,bio_oil_PE_030,bio_oil_PE,352.51,344.27,428.33,609.73,185.96,264.67,22.53,59.63
53,bio_oil_PE_030,bio_oil_PE,351.86,348.81,433.29,606.48,190.72,266.75,22.6,59.49
54,bio_oil_PE_030,bio_oil_PE,350.44,347.76,426.42,608.27,188.85,265.1,22.5,58.6
55,bio_oil_PE_030,bio_oil_PE,353.04,345.3,430.24,612.15,185.19,265.16,22.74,58.76
56,bio_oil_PE_030,bio_oil_PE,352.08,346.37,429.19,618.34,183.83,265.98,22.33,59.28
57,bio_oil_PE_030,bio_oil_PE,353.42,351.26,433.99,615.87,190.44,269.16,22.32,59.39
58,bio_oil_PE_030,bio_oil_PE,354.43,349.69,431.2,613.97,185.38,256.82,22.36,60.22
59,bio_oil_PE_030,bio_oil_PE,356.49,349.66,435.9,616.6,187.57,266.55,22.35,58.67
0,bio_oil_PE_031,bio_oil_PE,0.26,1.73,0.21,1.31,0.0,0.0,22.43,59.68
1,bio_oil_PE_031,bio_oil_PE,28.18,17.48,34.63,42.2,13.08,23.38,22.2,59.06
2,bio_oil_PE_031,bio_oil_PE,51.32,44.44,63.73,71.68,20.89,35.02,22.55,57.98
3,bio_oil_PE_031,bio_oil_PE,79.56,53.59,98.95,106.13,26.0,55.38,22.68,59.58
4,bio_oil_PE_031,bio_oil_PE,101.56,77.42,124.89,133.96,39.43,71.87,22.42,58.08
5,bio_oil_PE_031,bio_oil_PE,117.12,102.6,151.67,167.23,46.98,86.96,22.19,58.25
6,bio_oil_PE_031,bio_oil_PE,136.08,111.14,180.42,196.4,53.64,99.96,22.1,58.55
7,bio_oil_PE_031,bio_oil_PE,154.18,124.38,201.69,223.89,58.8,109.08,22.25,58.91
8,bio_oil_PE_031,bio_oil_PE,173.99,142.51,216.42,245.45,69.04,128.71,22.65,58.28
9,bio_oil_PE_031,bio_oil_PE,183.61,153.86,237.64,265.61,73.27,138.31,22.2,59.92
10,bio_oil_PE_031,bio_oil_PE,201.95,168.19,256.33,285.0,81.03,143.53,22.53,58.99
11,bio_oil_PE_031,bio_oil_PE,215.91,178.06,279.04,308.93,84.82,158.51,22.59,58.86
12,bio_oil_PE_031,bio_oil_PE,235.11,187.3,296.83,325.73,94.74,166.03,22.55,57.99
13,bio_oil_PE_031,bio_oil_PE,249.65,199.05,310.8,340.81,97.56,174.92,22.29,59.64
14,bio_oil_PE_031,bio_oil_PE,254.96,207.2,324.02,358.51,102.07,183.94,22.53,59.51
15,bio_oil_PE_031,bio_oil_PE,263.88,214.44,333.77,374.2,109.14,191.13,22.7,59.14
16,bio_oil_PE_031,bio_oil_PE,272.48,219.62,343.85,387.61,112.86,202.43,22.52,59.46
17,bio_oil_PE_031,bio_oil_PE,282.75,229.84,362.3,403.99,115.72,205.4,22.42,58.89
18,bio_oil_PE_031,bio_oil_PE,294.05,239.54,368.22,415.48,112.43,210.48,22.32,57.48
19,bio_oil_PE_031,bio_oil_PE,307.91,243.14,378.5,432.28,116.73,213.05,22.46,58.75
20,bio_oil_PE_031,bio_oil_PE,306.98,248.92,390.41,443.13,118.46,225.43,22.81,58.69
21,bio_oil_PE_031,bio_oil_PE,317.16,257.11,394.84,452.0,126.24,226.49,22.2,59.26
22,bio_oil_PE_031,bio_oil_PE,323.16,264.73,410.11,455.36,118.54,232.54,22.46,59.08
23,bio_oil_PE_031,bio_oil_PE,333.49,267.85,418.42,467.79,127.13,233.5,22.73,58.56
24,bio_oil_PE_031,bio_oil_PE,335.89,269.68,425.97,475.68,132.72,243.58,22.55,58.64
25,bio_oil_PE_031,bio_oil_PE,340.28,279.21,433.97,482.3,141.16,243.29,22.19,58.29
26,bio_oil_PE_031,bio_oil_PE,345.32,281.4,437.49,487.93,144.51,253.75,22.27,58.95
27,bio_oil_PE_031,bio_oil_PE,350.28,287.32,438.59,491.58,136.09,257.17,22.37,59.4
28,bio_oil_PE_031,bio_oil_PE,356.37,288.37,451.31,499.38,140.12,249.24,22.52,58.6
29,bio_oil_PE_031,bio_oil_PE,365.36,292.49,456.58,510.95,142.97,261.88,22.51,59.24
30,bio_oil_PE_031,bio_oil_PE,369.77,296.08,457.49,512.43,144.51,262.08,22.51,58.21
31,bio_oil_PE_031,bio_oil_PE,359.57,295.58,463.88,519.93,147.59,265.46,22.4,58.49
32,bio_oil_PE_031,bio_oil_PE,371.35,301.95,464.76,526.48,150.46,269.21,22.69,58.62
33,bio_oil_PE_031,bio_oil_PE,375.55,303.41,478.23,531.83,150.16,274.31,22.4,59.28
34,bio_oil_PE_031,bio_oil_PE,382.69,308.77,476.35,532.59,147.16,270.45,22.34,58.88
35,bio_oil_PE_031,bio_oil_PE,378.46,311.58,478.22,535.59,153.85,275.43,22.45,59.3
36,bio_oil_PE_031,bio_oil_PE,380.63,310.11,487.42,540.69,151.01,275.29,22.11,58.92
37,bio_oil_PE_031,bio_oil_PE,384.63,318.69,486.15,545.9,154.25,283.81,22.7,58.27
38,bio_oil_PE_031,bio_oil_PE,389.85,311.79,486.81,543.94,159.59,282.22,22.75,59.52
39,bio_oil_PE_031,bio_oil_PE,390.39,315.41,492.11,549.34,152.43,278.29,22.97,58.81
40,bio_oil_PE_031,bio_oil_PE,393.33,324.24,496.38,551.37,153.58,282.02,22.95,59.71
41,bio_oil_PE_031,bio_oil_PE,393.81,318.93,497.55,556.97,157.09,280.4,22.32,59.16
42,bio_oil_PE_031,bio_oil_PE,390.48,319.1,498.73,559.89,160.59,280.53,22.25,59.65
43,bio_oil_PE_031,bio_oil_PE,400.64,319.18,498.19,562.87,158.04,285.65,22.34,59.36
44,bio_oil_PE_031,bio_oil_PE,396.43,322.76,499.28,565.79,157.43,286.45,22.74,58.48
45,bio_oil_PE_031,bio_oil_PE,398.32,320.06,502.92,569.32,154.46,288.33,22.82,59.27
46,bio_oil_PE_031,bio_oil_PE,398.18,322.5,500.41,572.05,158.36,283.19,22.3,58.46
47,bio_oil_PE_031,bio_oil_PE,399.71,334.03,510.56,570.61,163.72,295.01,22.61,59.72
48,bio_oil_PE_031,bio_oil_PE,400.45,325.23,506.19,571.71,152.71,294.33,22.4,59.41
49,bio_oil_PE_031,bio_oil_PE,399.3,332.05,514.83,572.7,162.62,288.08,22.51,59.49
50,bio_oil_PE_031,bio_oil_PE,403.6,334.14,506.64,572.87,155.68,292.85,22.46,58.91
51,bio_oil_PE_031,bio_oil_PE,407.69,329.5,521.63,577.65,161.92,290.57,22.32,59.22
52,bio_oil_PE_031,bio_oil_PE,404.79,334.06,514.1,576.27,162.54,292.79,22.56,60.03
53,bio_oil_PE_031,bio_oil_PE,408.84,333.04,517.78,577.38,159.64,284.8,22.09,59.37
54,bio_oil_PE_031,bio_oil_PE,409.11,331.97,523.51,578.72,155.76,296.68,22.73,59.36
55,bio_oil_PE_031,bio_oil_PE,412.27,327.74,517.64,577.38,164.71,299.52,22.43,59.33
56,bio_oil_PE_031,bio_oil_PE,406.81,333.53,516.69,586.26,160.18,295.72,22.77,58.03
57,bio_oil_PE_031,bio_oil_PE,411.38,334.44,517.01,585.42,168.82,297.9,22.44,58.28
58,bio_oil_PE_031,bio_oil_PE,411.23,334.14,519.54,581.14,162.16,296.45,22.25,59.52
59,bio_oil_PE_031,bio_oil_PE,408.97,335.4,519.56,585.38,165.93,298.29,22.27,58.9
0,bio_oil_PE_032,bio_oil_PE,0.0,1.66,3.24,1.28,0.0,0.56,22.35,58.89
1,bio_oil_PE_032,bio_oil_PE,28.99,19.04,35.45,38.39,15.11,21.02,22.79,58.66
2,bio_oil_PE_032,bio_oil_PE,63.0,44.01,65.07,69.27,26.24,41.26,22.55,58.77
3,bio_oil_PE_032,bio_oil_PE,83.12,60.27,90.88,101.81,28.26,57.95,22.44,58.78
4,bio_oil_PE_032,bio_oil_PE,110.08,68.76,120.46,126.03,40.81,83.01,22.22,59.2
5,bio_oil_PE_032,bio_oil_PE,131.93,91.01,143.45,159.17,56.14,87.33,22.68,58.48
6,bio_oil_PE_032,bio_oil_PE,155.01,111.06,168.53,178.96,61.16,103.84,22.28,60.12
7,bio_oil_PE_032,bio_oil_PE,174.17,126.18,195.81,202.52,70.49,114.81,22.51,59.41
8,bio_oil_PE_032,bio_oil_PE,194.19,137.93,213.34,227.69,76.91,128.95,22.13,59.39
9,bio_oil_PE_032,bio_oil_PE,219.76,149.63,232.91,248.58,87.04,145.79,22.68,59.22
10,bio_oil_PE_032,bio_oil_PE,232.59,161.27,250.3,266.27,89.19,153.97,22.15,59.26
11,bio_oil_PE_032,bio_oil_PE,240.21,173.1,273.9,288.28,93.61,165.38,22.64,59.85
12,bio_oil_PE_032,bio_oil_PE,262.02,185.19,285.2,300.07,104.63,175.89,22.37,58.39
13,bio_oil_PE_032,bio_oil_PE,275.03,191.82,302.29,321.21,110.49,182.4,22.3,58.64
14,bio_oil_PE_032,bio_oil_PE,285.71,200.3,314.15,332.71,112.65,188.97,22.56,59.91
15,bio_oil_PE_032,bio_oil_PE,299.02,207.0,329.81,345.0,116.68,196.85,22.29,58.56
16,bio_oil_PE_032,bio_oil_PE,308.78,213.76,345.07,361.72,124.35,202.27,22.44,59.21
17,bio_oil_PE_032,bio_oil_PE,326.24,221.97,348.92,373.19,123.61,218.45,22.61,58.86
18,bio_oil_PE_032,bio_oil_PE,330.27,230.72,358.11,384.16,128.02,221.76,22.32,59.34
19,bio_oil_PE_032,bio_oil_PE,341.95,238.0,377.45,389.05,134.41,225.84,22.49,58.51
20,bio_oil_PE_032,bio_oil_PE,344.68,246.21,385.51,410.09,142.34,227.05,22.47,59.13
21,bio_oil_PE_032,bio_oil_PE,359.88,253.43,388.9,412.41,143.71,232.02,22.28,59.22
22,bio_oil_PE_032,bio_oil_PE,370.69,249.38,400.44,424.44,146.96,243.38,22.13,58.36
23,bio_oil_PE_032,bio_oil_PE,375.69,260.65,404.63,432.43,146.22,239.24,22.08,59.16
24,bio_oil_PE_032,bio_oil_PE,384.28,264.72,407.9,433.76,149.76,253.31,22.46,58.76
25,bio_oil_PE_032,bio_oil_PE,386.72,271.55,424.1,442.89,152.99,254.14,22.38,58.68
26,bio_oil_PE_032,bio_oil_PE,390.17,273.98,422.3,450.26,151.17,262.14,22.33,58.83
27,bio_oil_PE_032,bio_oil_PE,397.94,276.16,438.89,458.26,160.31,268.81,22.59,59.21
28,bio_oil_PE_032,bio_oil_PE,402.24,282.01,440.21,468.08,158.14,270.13,22.21,59.11
29,bio_oil_PE_032,bio_oil_PE,408.33,279.44,446.32,471.88,163.67,268.09,22.54,58.72
30,bio_oil_PE_032,bio_oil_PE,409.29,290.8,449.79,473.05,159.67,270.49,22.41,58.73
31,bio_oil_PE_032,bio_oil_PE,412.35,285.27,454.63,477.04,165.26,273.86,22.58,59.21
32,bio_oil_PE_032,bio_oil_PE,412.2,290.73,463.82,482.14,170.16,278.99,22.6,59.12
33,bio_oil_PE_032,bio_oil_PE,424.47,297.36,462.59,487.37,160.49,282.21,22.51,58.58
34,bio_oil_PE_032,bio_oil_PE,422.98,296.22,463.42,492.73,161.22,280.42,22.27,59.1
35,bio_oil_PE_032,bio_oil_PE,424.95,296.95,476.62,498.86,169.13,288.01,22.6,58.3
36,bio_oil_PE_032,bio_oil_PE,426.9,292.57,473.7,496.52,166.77,285.12,22.38,58.98
37,bio_oil_PE_032,bio_oil_PE,432.77,301.49,471.49,503.64,176.09,288.75,22.95,58.72
38,bio_oil_PE_032,bio_oil_PE,435.46,304.39,478.47,509.42,164.01,288.28,22.83,58.75
39,bio_oil_PE_032,bio_oil_PE,441.43,307.95,481.43,509.69,171.27,284.88,22.59,58.69
40,bio_oil_PE_032,bio_oil_PE,436.78,308.88,485.1,514.31,171.63,295.34,22.5,59.17
41,bio_oil_PE_032,bio_oil_PE,444.32,305.21,487.6,514.14,172.43,294.52,23.01,58.04
42,bio_oil_PE_032,bio_oil_PE,444.63,313.03,484.92,517.25,174.93,290.73,22.38,59.89
43,bio_oil_PE_032,bio_oil_PE,442.11,310.57,490.2,518.3,173.51,296.98,22.49,59.36
44,bio_oil_PE_032,bio_oil_PE,451.15,314.42,493.31,515.62,175.78,301.22,22.18,58.34
45,bio_oil_PE_032,bio_oil_PE,454.72,309.74,494.08,520.54,180.36,299.87,22.66,59.03
46,bio_oil_PE_032,bio_oil_PE,457.75,313.07,497.09,527.73,181.11,299.17,22.09,58.81
47,bio_oil_PE_032,bio_oil_PE,458.42,314.0,498.5,524.69,177.0,304.85,22.55,60.02
